Standard,Subject,Grade,Strand,Standard Number,Description,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.2,Fluently divide multi-digit numbers using a standard algorithm.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using a standard algorithm for each operation.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1-100 with a common factor as a multiple of a sum of two whole numbers with no common factor.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.C,Apply and extend previous understandings of numbers to the system of rational numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values, e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge; use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., −(−3) = 3, and that 0 is its own opposite.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.6.b,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.6.c,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.7,Understand ordering and absolute value of rational numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.7.a,Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.7.c,Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.7.d,Distinguish comparisons of absolute value from statements about order.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,The Number System,6.NS.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.A,"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.1.a,Describe situations in which opposite quantities combine to make 0.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.1.b,"Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.1.c,"Understand subtraction of rational numbers as adding the additive inverse, p − q = p + (−q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.1.d,Apply properties of operations as strategies to add and subtract rational numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.2.a,"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (−1)(−1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.2.b,"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then −(p/q) = (−p)/q = p/(–q). Interpret quotients of rational numbers by describing real-world contexts.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.2.c,Apply properties of operations as strategies to multiply and divide rational numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.2.d,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,The Number System,7.NS.3,Solve real-world and mathematical problems involving the four operations with rational numbers. Computations with rational numbers extend the rules for manipulating fractions to complex fractions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,8,The Number System,8.NS.A,"Know that there are numbers that are not rational, and approximate them by rational numbers.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,8,The Number System,8.NS.1,"Know that real numbers are either rational or irrational. Understand informally that every number has a decimal expansion which is repeating, terminating, or is non-repeating and non-terminating.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,8,The Number System,8.NS.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions, e.g., π².",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.A,Apply and extend previous understandings of arithmetic to algebraic expressions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.B,Apply and extend previous understandings of arithmetic to algebraic expressions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.2,"Write, read, and evaluate expressions in which letters stand for numbers.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.2.a,Write expressions that record operations with numbers and with letters standing for numbers.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.2.b,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.2.c,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, using the algebraic order of operations when there are no parentheses to specify a particular order.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.3,Apply the properties of operations to generate equivalent expressions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.4,"Identify when two expressions are equivalent, i.e., when the two expressions name the same number regardless of which value is substituted into them.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.C,Reason about and solve one-variable equations and inequalities.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.5,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.6,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.7,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q, and x are all non-negative rational numbers.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.8,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.D,Represent and analyze quantitative relationships between dependent and independent variables.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,6,Expressions & Equations,6.EE.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.A,Use properties of operations to generate equivalent expressions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.2,"In a problem context, understand that rewriting an expression in an equivalent form can reveal and explain properties of the quantities represented by the expression and can reveal how those quantities are related.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.B,Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.4,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.4.a,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,7,Expressions & Equations,7.EE.4.b,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem.",,,,,,,,,,,,,,,,,,,,,,,,
